ID	Node1	Node2	Length	Diameter	Roughness	MinorLoss	Status
LINK-2192	JUNCTION-747	JUNCTION-744	726.100000	6.000000	140	0.000000	Open	
LINK-2193	JUNCTION-740	JUNCTION-748	438.400000	2.000000	140	0.000000	Open	
LINK-2194	JUNCTION-9986	JUNCTION-749	264.100000	4.000000	140	0.000000	Open	
LINK-2195	JUNCTION-3006	JUNCTION-3012	541.600000	4.000000	140	0.000000	Open	
LINK-2196	JUNCTION-681	JUNCTION-750	298.900000	8.000000	140	0.000000	Open	
LINK-2197	JUNCTION-4931	JUNCTION-681	241.300000	8.000000	140	0.000000	Open	
LINK-2198	JUNCTION-751	JUNCTION-752	33.400000	4.000000	140	0.000000	Open	
LINK-2199	JUNCTION-476	JUNCTION-753	175.900000	2.000000	140	0.000000	Open	
LINK-2200	JUNCTION-475	JUNCTION-754	165.800000	2.000000	140	0.000000	Open	
LINK-2201	JUNCTION-742	JUNCTION-751	306.100000	4.000000	140	0.000000	Open	
LINK-2202	JUNCTION-143	JUNCTION-4835	284.300000	8.000000	140	0.000000	Open	
LINK-2203	JUNCTION-3873	JUNCTION-755	623.500000	12.000000	140	0.000000	Open	
LINK-2204	JUNCTION-757	JUNCTION-755	183.500000	12.000000	140	0.000000	Open	
LINK-2205	JUNCTION-758	JUNCTION-759	202.500000	8.000000	140	0.000000	Open	
LINK-2206	JUNCTION-3017	JUNCTION-3023	415.400000	6.000000	140	0.000000	Open	
LINK-2207	JUNCTION-760	JUNCTION-757	110.600000	12.000000	140	0.000000	Open	
LINK-2208	JUNCTION-760	JUNCTION-761	229.800000	8.000000	140	0.000000	Open	
LINK-2209	JUNCTION-760	JUNCTION-762	175.900000	8.000000	140	0.000000	Open	
LINK-2210	JUNCTION-763	JUNCTION-755	458.100000	10.000000	140	0.000000	Open	
LINK-2211	JUNCTION-10683	JUNCTION-10875	177.100000	8.000000	140	0.000000	Open	
LINK-2212	JUNCTION-4916	JUNCTION-764	399.100000	8.000000	140	0.000000	Open	
LINK-2213	JUNCTION-764	JUNCTION-10683	449.300000	8.000000	140	0.000000	Open	
LINK-2214	JUNCTION-765	JUNCTION-766	148.500000	8.000000	140	0.000000	Open	
LINK-2215	JUNCTION-768	JUNCTION-769	181.100000	6.000000	140	0.000000	Open	
LINK-2216	JUNCTION-769	JUNCTION-770	230.200000	6.000000	140	0.000000	Open	
LINK-2217	JUNCTION-3238	JUNCTION-3349	165.300000	8.000000	140	0.000000	Open	
LINK-2218	JUNCTION-3053	JUNCTION-3064	481.400000	6.000000	140	0.000000	Open	
LINK-2219	JUNCTION-3028	JUNCTION-3017	656.700000	6.000000	140	0.000000	Open	
LINK-2220	JUNCTION-771	JUNCTION-772	468.600000	4.000000	140	0.000000	Open	
LINK-2221	JUNCTION-766	JUNCTION-770	541.600000	6.000000	140	0.000000	Open	
LINK-2222	JUNCTION-773	JUNCTION-771	322.400000	6.000000	140	0.000000	Open	
LINK-2223	JUNCTION-771	JUNCTION-766	422.500000	6.000000	140	0.000000	Open	
LINK-2224	JUNCTION-774	JUNCTION-765	28.900000	8.000000	140	0.000000	Open	
LINK-2225	JUNCTION-3283	JUNCTION-4926	21.700000	6.000000	140	0.000000	Open	
LINK-2226	JUNCTION-770	JUNCTION-3283	148.700000	6.000000	140	0.000000	Open	
LINK-2227	JUNCTION-775	JUNCTION-4177	368.200000	12.000000	140	0.000000	Open	
LINK-2228	JUNCTION-4177	JUNCTION-4926	139.300000	12.000000	140	0.000000	Open	
LINK-2229	JUNCTION-4061	JUNCTION-776	603.400000	8.000000	140	0.000000	Open	
LINK-2230	JUNCTION-3029	JUNCTION-3030	393.300000	2.000000	140	0.000000	Open	
LINK-2231	JUNCTION-777	JUNCTION-780	346.200000	10.000000	140	0.000000	Open	
LINK-2232	JUNCTION-781	JUNCTION-777	278.200000	10.000000	140	0.000000	Open	
LINK-2233	JUNCTION-782	JUNCTION-781	265.600000	10.000000	140	0.000000	Open	
LINK-2234	JUNCTION-782	JUNCTION-783	289.600000	10.000000	140	0.000000	Open	
LINK-2235	JUNCTION-780	JUNCTION-763	839.800000	10.000000	140	0.000000	Open	
LINK-2236	JUNCTION-784	JUNCTION-4957	349.900000	12.000000	140	0.000000	Open	
LINK-2237	JUNCTION-10874	JUNCTION-784	667.100000	12.000000	140	0.000000	Open	
LINK-2238	JUNCTION-4951	JUNCTION-4179	467.100000	8.000000	140	0.000000	Open	
LINK-2239	JUNCTION-4061	JUNCTION-4844	761.400000	12.000000	140	0.000000	Open	
LINK-2240	JUNCTION-4072	JUNCTION-3861	658.600000	12.000000	140	0.000000	Open	
LINK-2241	JUNCTION-3032	JUNCTION-3029	538.900000	2.000000	140	0.000000	Open	
LINK-2242	JUNCTION-783	JUNCTION-785	894.700000	10.000000	140	0.000000	Open	
LINK-2243	JUNCTION-786	JUNCTION-4870	222.700000	12.000000	140	0.000000	Open	
LINK-2244	JUNCTION-785	JUNCTION-786	227.800000	10.000000	140	0.000000	Open	
LINK-2245	JUNCTION-785	JUNCTION-763	724.200000	10.000000	140	0.000000	Open	
LINK-2246	JUNCTION-757	JUNCTION-786	622.300000	12.000000	140	0.000000	Open	
LINK-2247	JUNCTION-786	JUNCTION-759	335.500000	8.000000	140	0.000000	Open	
LINK-2248	JUNCTION-787	JUNCTION-131	274.700000	8.000000	140	0.000000	Open	
LINK-2249	JUNCTION-787	JUNCTION-788	145.400000	4.000000	140	0.000000	Open	
LINK-2250	JUNCTION-10681	JUNCTION-10735	150.100000	8.000000	140	0.000000	Open	
LINK-2251	JUNCTION-3869	JUNCTION-363	525.500000	8.000000	140	0.000000	Open	
LINK-2252	JUNCTION-3033	JUNCTION-3034	502.100000	6.000000	140	0.000000	Open	
LINK-2253	JUNCTION-320	JUNCTION-321	384.900000	8.000000	140	0.000000	Open	
LINK-2254	JUNCTION-789	JUNCTION-320	169.900000	8.000000	140	0.000000	Open	
LINK-2255	JUNCTION-791	JUNCTION-328	548.500000	6.000000	140	0.000000	Open	
LINK-2256	JUNCTION-364	JUNCTION-791	361.700000	6.000000	140	0.000000	Open	
LINK-2257	JUNCTION-308	JUNCTION-5363	151.500000	12.000000	140	0.000000	Open	
LINK-2258	JUNCTION-10908	JUNCTION-792	376.800000	12.000000	140	0.000000	Open	
LINK-2259	JUNCTION-792	JUNCTION-10894	396.900000	12.000000	140	0.000000	Open	
LINK-2260	JUNCTION-4832	JUNCTION-4159	366.400000	6.000000	140	0.000000	Open	
LINK-2261	JUNCTION-793	JUNCTION-4572	158.800000	6.000000	140	0.000000	Open	
LINK-2262	JUNCTION-131	JUNCTION-4572	473.100000	10.000000	140	0.000000	Open	
LINK-2263	JUNCTION-3033	JUNCTION-3035	506.200000	6.000000	140	0.000000	Open	
LINK-2264	JUNCTION-794	JUNCTION-793	429.500000	6.000000	140	0.000000	Open	
LINK-2265	JUNCTION-4560	JUNCTION-794	516.900000	6.000000	140	0.000000	Open	
LINK-2266	JUNCTION-795	JUNCTION-4560	247.900000	6.000000	140	0.000000	Open	
LINK-2267	JUNCTION-793	JUNCTION-795	247.100000	6.000000	140	0.000000	Open	
LINK-2268	JUNCTION-796	JUNCTION-797	31.900000	8.000000	140	0.000000	Open	
LINK-2269	JUNCTION-798	JUNCTION-796	29.900000	8.000000	140	0.000000	Open	
LINK-2270	JUNCTION-4798	JUNCTION-798	591.600000	20.000000	140	0.000000	Open	
LINK-2271	JUNCTION-797	JUNCTION-799	201.000000	2.000000	140	0.000000	Open	
LINK-2272	JUNCTION-3850	JUNCTION-798	370.300000	20.000000	140	0.000000	Open	
LINK-2273	JUNCTION-800	JUNCTION-4804	208.500000	6.000000	140	0.000000	Open	
LINK-2274	JUNCTION-3036	JUNCTION-3037	947.400000	8.000000	140	0.000000	Open	
LINK-2275	JUNCTION-3861	JUNCTION-4740	32.800000	20.000000	140	0.000000	Open	
LINK-2276	JUNCTION-3783	JUNCTION-802	259.200000	8.000000	140	0.000000	Open	
LINK-2277	JUNCTION-4914	JUNCTION-4923	332.900000	8.000000	140	0.000000	Open	
LINK-2278	JUNCTION-773	JUNCTION-768	433.300000	6.000000	140	0.000000	Open	
LINK-2279	JUNCTION-803	JUNCTION-804	658.000000	8.000000	140	0.000000	Open	
LINK-2280	JUNCTION-805	JUNCTION-806	515.000000	4.000000	140	0.000000	Open	
LINK-2281	JUNCTION-807	JUNCTION-808	591.800000	8.000000	140	0.000000	Open	
LINK-2282	JUNCTION-809	JUNCTION-810	387.400000	4.000000	140	0.000000	Open	
LINK-2283	JUNCTION-811	JUNCTION-813	275.200000	4.000000	140	0.000000	Open	
LINK-2284	JUNCTION-811	JUNCTION-814	362.600000	6.000000	140	0.000000	Open	
LINK-2285	JUNCTION-3037	JUNCTION-3038	496.800000	8.000000	140	0.000000	Open	
LINK-2286	JUNCTION-815	JUNCTION-816	255.800000	2.000000	140	0.000000	Open	
LINK-2287	JUNCTION-817	JUNCTION-818	715.400000	6.000000	140	0.000000	Open	
LINK-2288	JUNCTION-819	JUNCTION-817	497.300000	6.000000	140	0.000000	Open	
LINK-2289	JUNCTION-815	JUNCTION-820	168.900000	6.000000	140	0.000000	Open	
LINK-2290	JUNCTION-821	JUNCTION-822	292.400000	4.000000	140	0.000000	Open	
LINK-2291	JUNCTION-824	JUNCTION-825	399.000000	4.000000	140	0.000000	Open	
LINK-2292	JUNCTION-826	JUNCTION-827	286.300000	8.000000	140	0.000000	Open	
LINK-2293	JUNCTION-9786	JUNCTION-826	483.500000	8.000000	140	0.000000	Open	
LINK-2294	JUNCTION-9486	JUNCTION-828	192.900000	8.000000	140	0.000000	Open	
LINK-2295	JUNCTION-829	JUNCTION-710	198.000000	4.000000	140	0.000000	Open	
LINK-2296	JUNCTION-3039	JUNCTION-3040	199.200000	2.500000	140	0.000000	Open	
LINK-2297	JUNCTION-710	JUNCTION-9786	305.400000	6.000000	140	0.000000	Open	
LINK-2298	JUNCTION-830	JUNCTION-831	313.900000	6.000000	140	0.000000	Open	
LINK-2299	JUNCTION-832	JUNCTION-830	30.600000	6.000000	140	0.000000	Open	
LINK-2300	JUNCTION-36	JUNCTION-832	279.900000	6.000000	140	0.000000	Open	
LINK-2301	JUNCTION-832	JUNCTION-833	760.500000	2.000000	140	0.000000	Open	
LINK-2302	JUNCTION-58	JUNCTION-830	227.200000	6.000000	140	0.000000	Open	
LINK-2303	JUNCTION-835	JUNCTION-47	374.400000	2.000000	140	0.000000	Open	
LINK-2304	JUNCTION-836	JUNCTION-837	343.600000	2.000000	140	0.000000	Open	
LINK-2305	JUNCTION-838	JUNCTION-839	316.700000	2.000000	140	0.000000	Open	
LINK-2306	JUNCTION-838	JUNCTION-47	330.900000	6.000000	140	0.000000	Open	
LINK-2307	JUNCTION-3041	JUNCTION-3039	443.800000	2.500000	140	0.000000	Open	
LINK-2308	JUNCTION-828	JUNCTION-9664	334.900000	8.000000	140	0.000000	Open	
LINK-2309	JUNCTION-840	JUNCTION-9675	241.000000	8.000000	140	0.000000	Open	
LINK-2310	JUNCTION-841	JUNCTION-840	165.000000	8.000000	140	0.000000	Open	
LINK-2311	JUNCTION-840	JUNCTION-842	165.400000	6.000000	140	0.000000	Open	
LINK-2312	JUNCTION-843	JUNCTION-844	206.300000	8.000000	140	0.000000	Open	
LINK-2313	JUNCTION-844	JUNCTION-841	276.300000	8.000000	140	0.000000	Open	
LINK-2314	JUNCTION-846	JUNCTION-844	80.800000	8.000000	140	0.000000	Open	
LINK-2315	JUNCTION-847	JUNCTION-843	597.400000	2.000000	140	0.000000	Open	
LINK-2316	JUNCTION-847	JUNCTION-848	266.300000	6.000000	140	0.000000	Open	
LINK-2317	JUNCTION-843	JUNCTION-841	122.100000	8.000000	140	0.000000	Open	
LINK-2318	JUNCTION-3043	JUNCTION-3044	691.100000	4.000000	140	0.000000	Open	
LINK-2319	JUNCTION-147	JUNCTION-849	623.800000	6.000000	140	0.000000	Open	
LINK-2320	JUNCTION-850	JUNCTION-14	33.700000	6.000000	140	0.000000	Open	
LINK-2321	JUNCTION-851	JUNCTION-846	302.100000	6.000000	140	0.000000	Open	
LINK-2322	JUNCTION-846	JUNCTION-852	764.300000	2.000000	140	0.000000	Open	
LINK-2323	JUNCTION-853	JUNCTION-854	186.600000	2.000000	140	0.000000	Open	
LINK-2324	JUNCTION-836	JUNCTION-838	269.800000	6.000000	140	0.000000	Open	
LINK-2325	JUNCTION-836	JUNCTION-853	207.300000	6.000000	140	0.000000	Open	
LINK-2326	JUNCTION-831	JUNCTION-851	365.400000	6.000000	140	0.000000	Open	
LINK-2327	JUNCTION-847	JUNCTION-855	268.600000	4.000000	140	0.000000	Open	
LINK-2328	JUNCTION-857	JUNCTION-858	182.500000	2.000000	140	0.000000	Open	
LINK-2329	JUNCTION-3075	JUNCTION-3086	400.900000	6.000000	140	0.000000	Open	
LINK-2330	JUNCTION-3045	JUNCTION-3043	165.300000	6.000000	140	0.000000	Open	
LINK-2331	JUNCTION-855	JUNCTION-857	287.600000	2.000000	140	0.000000	Open	
LINK-2332	JUNCTION-859	JUNCTION-860	898.460000	6.000000	140	0.000000	Open	
LINK-2333	JUNCTION-861	JUNCTION-862	479.600000	4.000000	140	0.000000	Open	
LINK-2334	JUNCTION-863	JUNCTION-824	338.700000	6.000000	140	0.000000	Open	
LINK-2335	JUNCTION-824	JUNCTION-861	378.100000	6.000000	140	0.000000	Open	
LINK-2336	JUNCTION-819	JUNCTION-850	808.900000	6.000000	140	0.000000	Open	
LINK-2337	JUNCTION-820	JUNCTION-819	154.000000	6.000000	140	0.000000	Open	
LINK-2338	JUNCTION-864	JUNCTION-815	526.300000	2.000000	140	0.000000	Open	
LINK-2339	JUNCTION-865	JUNCTION-866	506.700000	8.000000	140	0.000000	Open	
LINK-2340	JUNCTION-814	JUNCTION-865	218.500000	8.000000	140	0.000000	Open	
LINK-2341	JUNCTION-3046	JUNCTION-3043	156.600000	6.000000	140	0.000000	Open	
LINK-2342	JUNCTION-866	JUNCTION-807	439.600000	8.000000	140	0.000000	Open	
LINK-2343	JUNCTION-868	JUNCTION-807	357.800000	8.000000	140	0.000000	Open	
LINK-2344	JUNCTION-810	JUNCTION-868	22.500000	6.000000	140	0.000000	Open	
LINK-2345	JUNCTION-869	JUNCTION-9653	281.500000	8.000000	140	0.000000	Open	
LINK-2346	JUNCTION-9664	JUNCTION-870	771.000000	2.000000	140	0.000000	Open	
LINK-2347	JUNCTION-818	JUNCTION-868	265.600000	6.000000	140	0.000000	Open	
LINK-2348	JUNCTION-871	JUNCTION-872	730.600000	6.000000	140	0.000000	Open	
LINK-2349	JUNCTION-842	JUNCTION-873	221.100000	4.000000	140	0.000000	Open	
LINK-2350	JUNCTION-874	JUNCTION-842	247.800000	6.000000	140	0.000000	Open	
LINK-2351	JUNCTION-875	JUNCTION-876	189.500000	2.000000	140	0.000000	Open	
LINK-2352	JUNCTION-3047	JUNCTION-3045	13.300000	6.000000	140	0.000000	Open	
LINK-2353	JUNCTION-9753	JUNCTION-709	695.800000	8.000000	140	0.000000	Open	
LINK-2354	JUNCTION-872	JUNCTION-810	563.000000	4.000000	140	0.000000	Open	
LINK-2355	JUNCTION-877	JUNCTION-872	353.000000	2.000000	140	0.000000	Open	
LINK-2356	JUNCTION-879	JUNCTION-876	639.200000	2.000000	140	0.000000	Open	
LINK-2357	JUNCTION-831	JUNCTION-876	319.800000	6.000000	140	0.000000	Open	
LINK-2358	JUNCTION-846	JUNCTION-848	634.100000	6.000000	140	0.000000	Open	
LINK-2359	JUNCTION-36	JUNCTION-880	755.000000	2.000000	140	0.000000	Open	
LINK-2360	JUNCTION-14	JUNCTION-881	301.300000	6.000000	140	0.000000	Open	
LINK-2361	JUNCTION-882	JUNCTION-883	198.500000	8.000000	140	0.000000	Open	
LINK-2362	JUNCTION-884	JUNCTION-882	319.900000	8.000000	140	0.000000	Open	
LINK-2363	JUNCTION-3048	JUNCTION-3049	713.400000	3.000000	140	0.000000	Open	
LINK-2364	JUNCTION-883	JUNCTION-3842	537.900000	8.000000	140	0.000000	Open	
LINK-2365	JUNCTION-885	JUNCTION-884	262.700000	8.000000	140	0.000000	Open	
LINK-2366	JUNCTION-3851	JUNCTION-3847	564.100000	8.000000	140	0.000000	Open	
LINK-2367	JUNCTION-886	JUNCTION-887	13.300000	8.000000	140	0.000000	Open	
LINK-2368	JUNCTION-888	JUNCTION-886	207.000000	8.000000	140	0.000000	Open	
LINK-2369	JUNCTION-886	JUNCTION-891	587.400000	8.000000	140	0.000000	Open	
LINK-2370	JUNCTION-892	JUNCTION-893	917.300000	12.000000	140	0.000000	Open	
LINK-2371	JUNCTION-893	JUNCTION-894	782.100000	12.000000	140	0.000000	Open	
LINK-2372	JUNCTION-894	JUNCTION-895	346.200000	12.000000	140	0.000000	Open	
LINK-2373	JUNCTION-896	JUNCTION-897	305.300000	8.000000	140	0.000000	Open	
LINK-2374	JUNCTION-3047	JUNCTION-3048	206.600000	3.000000	140	0.000000	Open	
LINK-2375	JUNCTION-898	JUNCTION-887	1131.500000	8.000000	140	0.000000	Open	
LINK-2376	JUNCTION-885	JUNCTION-899	244.700000	8.000000	140	0.000000	Open	
LINK-2377	JUNCTION-896	JUNCTION-900	508.400000	3.000000	140	0.000000	Open	
LINK-2378	JUNCTION-897	JUNCTION-902	593.800000	3.000000	140	0.000000	Open	
LINK-2379	JUNCTION-897	JUNCTION-899	289.000000	8.000000	140	0.000000	Open	
LINK-2380	JUNCTION-899	JUNCTION-888	253.100000	8.000000	140	0.000000	Open	
LINK-2381	JUNCTION-888	JUNCTION-903	711.300000	3.000000	140	0.000000	Open	
LINK-2382	JUNCTION-887	JUNCTION-904	745.200000	3.000000	140	0.000000	Open	
LINK-2383	JUNCTION-5068	JUNCTION-905	191.800000	12.000000	140	0.000000	Open	
LINK-2384	JUNCTION-905	JUNCTION-906	958.800000	12.000000	140	0.000000	Open	
LINK-2385	JUNCTION-3050	JUNCTION-3051	236.900000	4.000000	140	0.000000	Open	
LINK-2386	JUNCTION-907	JUNCTION-894	529.300000	12.000000	140	0.000000	Open	
LINK-2387	JUNCTION-906	JUNCTION-908	267.800000	12.000000	140	0.000000	Open	
LINK-2388	JUNCTION-907	JUNCTION-909	11.600000	4.000000	140	0.000000	Open	
LINK-2389	JUNCTION-910	JUNCTION-907	453.400000	12.000000	140	0.000000	Open	
LINK-2390	JUNCTION-908	JUNCTION-910	343.700000	12.000000	140	0.000000	Open	
LINK-2391	JUNCTION-911	JUNCTION-3846	182.600000	6.000000	140	0.000000	Open	
LINK-2392	JUNCTION-913	JUNCTION-3846	743.400000	12.000000	140	0.000000	Open	
LINK-2393	JUNCTION-914	JUNCTION-913	948.800000	12.000000	140	0.000000	Open	
LINK-2394	JUNCTION-895	JUNCTION-915	276.400000	12.000000	140	0.000000	Open	
LINK-2395	JUNCTION-914	JUNCTION-895	282.500000	12.000000	140	0.000000	Open	
LINK-2396	JUNCTION-3050	JUNCTION-3052	475.000000	8.000000	140	0.000000	Open	
LINK-2397	JUNCTION-916	JUNCTION-892	493.200000	6.000000	140	0.000000	Open	
LINK-2398	JUNCTION-917	JUNCTION-916	155.200000	6.000000	140	0.000000	Open	
LINK-2399	JUNCTION-918	JUNCTION-891	303.800000	8.000000	140	0.000000	Open	
LINK-2400	JUNCTION-919	JUNCTION-918	744.600000	6.000000	140	0.000000	Open	
LINK-2401	JUNCTION-920	JUNCTION-919	954.900000	6.000000	140	0.000000	Open	
LINK-2402	JUNCTION-3853	JUNCTION-920	883.600000	6.000000	140	0.000000	Open	
LINK-2403	JUNCTION-3851	JUNCTION-921	371.100000	12.000000	140	0.000000	Open	
LINK-2404	JUNCTION-915	JUNCTION-922	562.400000	12.000000	140	0.000000	Open	
LINK-2405	JUNCTION-924	JUNCTION-925	228.800000	12.000000	140	0.000000	Open	
LINK-2406	JUNCTION-908	JUNCTION-926	894.900000	6.000000	140	0.000000	Open	
LINK-2407	JUNCTION-3054	JUNCTION-3055	345.600000	6.000000	140	0.000000	Open	
LINK-2408	JUNCTION-922	JUNCTION-924	879.200000	12.000000	140	0.000000	Open	
LINK-2409	JUNCTION-921	JUNCTION-925	871.500000	12.000000	140	0.000000	Open	
LINK-2410	JUNCTION-909	JUNCTION-927	44.600000	4.000000	140	0.000000	Open	
LINK-2411	JUNCTION-928	JUNCTION-892	1758.400000	12.000000	140	0.000000	Open	
LINK-2412	JUNCTION-3855	JUNCTION-928	562.200000	12.000000	140	0.000000	Open	
LINK-2413	JUNCTION-3854	JUNCTION-929	222.400000	12.000000	140	0.000000	Open	
LINK-2414	JUNCTION-929	JUNCTION-930	1564.700000	12.000000	140	0.000000	Open	
LINK-2415	JUNCTION-930	JUNCTION-931	250.400000	12.000000	140	0.000000	Open	
LINK-2416	JUNCTION-931	JUNCTION-932	1472.000000	12.000000	140	0.000000	Open	
LINK-2417	JUNCTION-932	JUNCTION-933	575.700000	12.000000	140	0.000000	Open	
LINK-2418	JUNCTION-3056	JUNCTION-3057	159.400000	6.000000	140	0.000000	Open	
LINK-2419	JUNCTION-933	JUNCTION-935	1228.500000	12.000000	140	0.000000	Open	
LINK-2420	JUNCTION-936	JUNCTION-935	193.800000	12.000000	140	0.000000	Open	
LINK-2421	JUNCTION-937	JUNCTION-936	844.400000	12.000000	140	0.000000	Open	
LINK-2422	JUNCTION-938	JUNCTION-937	459.600000	12.000000	140	0.000000	Open	
LINK-2423	JUNCTION-939	JUNCTION-938	1919.700000	12.000000	140	0.000000	Open	
LINK-2424	JUNCTION-3164	JUNCTION-939	1905.500000	12.000000	140	0.000000	Open	
LINK-2425	JUNCTION-2325	JUNCTION-803	2468.000000	8.000000	140	0.000000	Open	
LINK-2426	JUNCTION-804	JUNCTION-2568	277.000000	8.000000	140	0.000000	Open	
LINK-2427	JUNCTION-940	JUNCTION-2749	182.800000	8.000000	140	0.000000	Open	
LINK-2428	JUNCTION-520	JUNCTION-941	1047.900000	8.000000	140	0.000000	Open	
LINK-2429	JUNCTION-3057	JUNCTION-3058	337.700000	6.000000	140	0.000000	Open	
LINK-2430	JUNCTION-942	JUNCTION-940	882.800000	1.000000	140	0.000000	Open	
LINK-2431	JUNCTION-526	JUNCTION-940	853.500000	8.000000	140	0.000000	Open	
LINK-2432	JUNCTION-943	JUNCTION-944	223.900000	8.000000	140	0.000000	Open	
LINK-2433	JUNCTION-944	JUNCTION-946	192.500000	8.000000	140	0.000000	Open	
LINK-2434	JUNCTION-946	JUNCTION-3194	809.900000	8.000000	140	0.000000	Open	
LINK-2435	JUNCTION-1730	JUNCTION-1515	1543.200000	12.000000	140	0.000000	Open	
LINK-2436	JUNCTION-2024	JUNCTION-12516	320.800000	6.000000	140	0.000000	Open	
LINK-2437	JUNCTION-1718	JUNCTION-2387	986.100000	12.000000	140	0.000000	Open	
LINK-2438	JUNCTION-2447	JUNCTION-947	1282.900000	12.000000	140	0.000000	Open	
LINK-2439	JUNCTION-3184	JUNCTION-948	1234.800000	16.000000	140	0.000000	Open	
LINK-2440	JUNCTION-3097	JUNCTION-3108	400.800000	6.000000	140	0.000000	Open	
LINK-2441	JUNCTION-3059	JUNCTION-3058	333.200000	6.000000	140	0.000000	Open	
LINK-2442	JUNCTION-949	JUNCTION-3153	670.800000	16.000000	140	0.000000	Open	
LINK-2443	JUNCTION-950	JUNCTION-949	703.800000	16.000000	140	0.000000	Open	
LINK-2444	JUNCTION-951	JUNCTION-952	109.600000	12.000000	140	0.000000	Open	
LINK-2445	JUNCTION-953	JUNCTION-3164	37.100000	16.000000	140	0.000000	Open	
LINK-2446	JUNCTION-947	JUNCTION-953	195.400000	12.000000	140	0.000000	Open	
LINK-2447	JUNCTION-953	JUNCTION-951	60.200000	12.000000	140	0.000000	Open	
LINK-2448	JUNCTION-3194	JUNCTION-954	342.200000	16.000000	140	0.000000	Open	
LINK-2449	JUNCTION-954	JUNCTION-950	910.200000	16.000000	140	0.000000	Open	
LINK-2450	JUNCTION-955	JUNCTION-943	1746.800000	8.000000	140	0.000000	Open	
LINK-2451	JUNCTION-2568	JUNCTION-2628	1982.000000	8.000000	140	0.000000	Open	
LINK-2452	JUNCTION-3058	JUNCTION-3060	545.200000	6.000000	140	0.000000	Open	
LINK-2453	JUNCTION-2688	JUNCTION-955	601.400000	8.000000	140	0.000000	Open	
LINK-2454	JUNCTION-957	JUNCTION-2628	866.400000	8.000000	140	0.000000	Open	
LINK-2455	JUNCTION-958	JUNCTION-959	381.300000	4.000000	140	0.000000	Open	
LINK-2456	JUNCTION-960	JUNCTION-958	503.200000	4.000000	140	0.000000	Open	
LINK-2457	JUNCTION-958	JUNCTION-805	333.700000	4.000000	140	0.000000	Open	
LINK-2458	JUNCTION-708	JUNCTION-805	634.500000	6.000000	140	0.000000	Open	
LINK-2459	JUNCTION-7384	JUNCTION-10822	182.900000	12.000000	140	0.000000	Open	
LINK-2460	JUNCTION-961	JUNCTION-7385	358.900000	12.000000	140	0.000000	Open	
LINK-2461	JUNCTION-6903	JUNCTION-9021	254.900000	12.000000	140	0.000000	Open	
LINK-2462	JUNCTION-961	JUNCTION-6863	984.600000	12.000000	140	0.000000	Open	
LINK-2463	JUNCTION-3061	JUNCTION-3062	480.900000	6.000000	140	0.000000	Open	
LINK-2464	JUNCTION-9255	JUNCTION-962	41.200000	12.000000	140	0.000000	Open	
LINK-2465	JUNCTION-962	JUNCTION-9244	520.000000	30.000000	140	0.000000	Open	
LINK-2466	JUNCTION-963	JUNCTION-962	904.100000	30.000000	140	0.000000	Open	
LINK-2467	JUNCTION-964	JUNCTION-963	349.600000	30.000000	140	0.000000	Open	
LINK-2468	JUNCTION-9200	JUNCTION-9255	219.100000	8.000000	140	0.000000	Open	
LINK-2469	JUNCTION-965	JUNCTION-9200	16.600000	8.000000	140	0.000000	Open	
LINK-2470	JUNCTION-966	JUNCTION-965	504.000000	8.000000	140	0.000000	Open	
LINK-2471	JUNCTION-968	JUNCTION-966	668.300000	8.000000	140	0.000000	Open	
LINK-2472	JUNCTION-969	JUNCTION-965	272.600000	8.000000	140	0.000000	Open	
LINK-2473	JUNCTION-970	JUNCTION-968	251.800000	8.000000	140	0.000000	Open	
LINK-2474	JUNCTION-3059	JUNCTION-3061	569.000000	6.000000	140	0.000000	Open	
LINK-2475	JUNCTION-968	JUNCTION-969	805.900000	6.000000	140	0.000000	Open	
LINK-2476	JUNCTION-971	JUNCTION-6779	349.600000	8.000000	140	0.000000	Open	
LINK-2477	JUNCTION-12109	JUNCTION-964	187.600000	30.000000	140	0.000000	Open	
LINK-2478	JUNCTION-7212	JUNCTION-12109	2057.100000	30.000000	140	0.000000	Open	
LINK-2479	JUNCTION-969	JUNCTION-972	471.800000	8.000000	140	0.000000	Open	
LINK-2480	JUNCTION-970	JUNCTION-973	324.700000	8.000000	140	0.000000	Open	
LINK-2481	JUNCTION-974	JUNCTION-975	361.300000	6.000000	140	0.000000	Open	
LINK-2482	JUNCTION-972	JUNCTION-7119	354.500000	8.000000	140	0.000000	Open	
LINK-2483	JUNCTION-974	JUNCTION-972	234.400000	8.000000	140	0.000000	Open	
LINK-2484	JUNCTION-6865	JUNCTION-10808	312.300000	8.000000	140	0.000000	Open	
LINK-2485	JUNCTION-3063	JUNCTION-3065	192.400000	3.000000	140	0.000000	Open	
LINK-2486	JUNCTION-976	JUNCTION-6865	284.500000	8.000000	140	0.000000	Open	
LINK-2487	JUNCTION-977	JUNCTION-979	365.400000	8.000000	140	0.000000	Open	
LINK-2488	JUNCTION-979	JUNCTION-7384	611.700000	8.000000	140	0.000000	Open	
LINK-2489	JUNCTION-976	JUNCTION-10813	288.100000	6.000000	140	0.000000	Open	
LINK-2490	JUNCTION-6893	JUNCTION-976	233.700000	8.000000	140	0.000000	Open	
